transaction_id,customer_id,transaction_amount,transaction_time,payment_method,product_category,customer_age,account_age_days,device_type,customer_location,previous_transaction_count,failed_transaction_count,is_new_device,is_new_location,night_transaction,is_fraud
TXN002338,CUST8329,1855.72,2026-01-17 05:30:00,Wallet,Sports,23,117,Mobile,Delhi,44,0,0,1,1,1
TXN002339,CUST2283,175.16,2026-01-17 05:40:00,Credit Card,Home,39,2056,Mobile,Hyderabad,7,2,0,0,0,0
TXN002340,CUST1923,495.42,2026-01-17 05:50:00,Credit Card,Beauty,54,2466,Desktop,Delhi,51,9,0,0,0,0
TXN002341,CUST2125,465.95,2026-01-17 06:00:00,UPI,Grocery,59,2253,Mobile,Bhubaneswar,45,3,0,0,0,0
TXN002342,CUST2529,1454.81,2026-01-17 06:10:00,UPI,Grocery,23,337,Mobile,Bhubaneswar,55,8,0,0,0,1
TXN002343,CUST9438,262.55,2026-01-17 06:20:00,UPI,Beauty,30,668,Tablet,Delhi,92,4,0,0,0,0
TXN002344,CUST4711,297.71,2026-01-17 06:30:00,Credit Card,Grocery,19,1385,Tablet,Bangalore,6,9,0,0,0,0
TXN002345,CUST9004,823.5,2026-01-17 06:40:00,Wallet,Home,25,739,Desktop,Delhi,98,0,0,0,0,0
TXN002346,CUST7274,1083.91,2026-01-17 06:50:00,UPI,Beauty,42,2444,Tablet,Delhi,35,7,0,0,0,1
TXN002347,CUST4864,313.65,2026-01-17 07:00:00,Net Banking,Clothing,25,926,Mobile,Bhubaneswar,5,3,0,0,0,0
TXN002348,CUST8833,624.79,2026-01-17 07:10:00,Credit Card,Home,69,1410,Mobile,Delhi,50,0,1,0,1,0
TXN002349,CUST7788,1268.01,2026-01-17 07:20:00,Wallet,Grocery,66,553,Tablet,Mumbai,84,2,0,0,0,0
TXN002350,CUST1226,677.59,2026-01-17 07:30:00,Credit Card,Home,51,301,Mobile,Delhi,12,7,0,0,1,1
TXN002351,CUST1264,317.3,2026-01-17 07:40:00,Net Banking,Clothing,60,143,Mobile,Mumbai,45,9,0,0,0,0
TXN002352,CUST1645,669.48,2026-01-17 07:50:00,Net Banking,Electronics,59,1563,Mobile,Chennai,98,7,0,0,0,0
TXN002353,CUST8544,946.86,2026-01-17 08:00:00,Wallet,Beauty,29,1659,Desktop,Delhi,82,7,1,0,0,1
TXN002354,CUST6569,535.67,2026-01-17 08:10:00,Debit Card,Beauty,50,1357,Tablet,Bangalore,3,6,1,1,0,1
TXN002355,CUST3990,844.03,2026-01-17 08:20:00,UPI,Clothing,68,332,Mobile,Bangalore,86,8,0,0,0,0
TXN002356,CUST3504,1285.78,2026-01-17 08:30:00,Net Banking,Clothing,38,1758,Desktop,Chennai,46,7,0,0,0,1
TXN002357,CUST1587,751.3,2026-01-17 08:40:00,Debit Card,Sports,28,1318,Mobile,Pune,89,2,1,0,0,0
TXN002358,CUST5079,1173.12,2026-01-17 08:50:00,UPI,Sports,25,1561,Tablet,Bhubaneswar,85,2,1,0,0,0
TXN002359,CUST4348,419.99,2026-01-17 09:00:00,Debit Card,Electronics,68,1371,Tablet,Kolkata,17,7,0,0,0,0
TXN002360,CUST7299,305.89,2026-01-17 09:10:00,Net Banking,Grocery,23,336,Tablet,Pune,50,1,0,0,1,0
TXN002361,CUST4831,2044.31,2026-01-17 09:20:00,Wallet,Grocery,27,102,Mobile,Bhubaneswar,97,6,0,0,0,1
TXN002362,CUST9381,52.68,2026-01-17 09:30:00,Net Banking,Clothing,54,288,Desktop,Mumbai,88,9,0,0,0,0
TXN002363,CUST2715,753.05,2026-01-17 09:40:00,Net Banking,Grocery,32,1852,Mobile,Hyderabad,25,5,0,0,1,1
TXN002364,CUST7450,364.73,2026-01-17 09:50:00,UPI,Home,39,899,Desktop,Mumbai,74,9,0,0,1,0
TXN002365,CUST6433,978.26,2026-01-17 10:00:00,Credit Card,Sports,47,1343,Desktop,Kolkata,39,5,0,0,0,0
TXN002366,CUST2098,151.32,2026-01-17 10:10:00,Wallet,Sports,67,1688,Desktop,Pune,46,6,0,1,1,1
TXN002367,CUST8096,711.02,2026-01-17 10:20:00,UPI,Beauty,39,1201,Tablet,Bangalore,78,5,0,0,0,0
TXN002368,CUST3326,891.75,2026-01-17 10:30:00,Net Banking,Home,44,2062,Tablet,Mumbai,45,5,0,0,0,0
TXN002369,CUST7416,736.75,2026-01-17 10:40:00,Wallet,Grocery,52,916,Mobile,Delhi,82,1,0,0,0,0
TXN002370,CUST7980,206.56,2026-01-17 10:50:00,Credit Card,Grocery,50,2046,Mobile,Hyderabad,99,4,1,0,0,0
TXN002371,CUST7763,270.61,2026-01-17 11:00:00,Wallet,Grocery,44,689,Desktop,Hyderabad,85,8,0,1,0,0
TXN002372,CUST2674,995.5,2026-01-17 11:10:00,Net Banking,Grocery,48,1560,Desktop,Chennai,83,6,1,0,1,1
TXN002373,CUST8950,443.64,2026-01-17 11:20:00,Wallet,Electronics,67,1228,Desktop,Bangalore,51,9,0,0,1,0
TXN002374,CUST9915,67.03,2026-01-17 11:30:00,Net Banking,Home,36,54,Desktop,Mumbai,89,7,0,0,0,0
TXN002375,CUST7049,306.75,2026-01-17 11:40:00,Wallet,Clothing,48,481,Desktop,Kolkata,78,4,0,0,0,0
TXN002376,CUST2089,1612.78,2026-01-17 11:50:00,Wallet,Beauty,65,650,Desktop,Hyderabad,36,7,1,0,0,1
TXN002377,CUST5578,426.47,2026-01-17 12:00:00,Wallet,Home,66,1485,Mobile,Chennai,8,3,0,0,0,0
TXN002378,CUST1155,131.79,2026-01-17 12:10:00,Credit Card,Clothing,37,64,Desktop,Chennai,21,0,0,0,1,0
TXN002379,CUST2958,345.14,2026-01-17 12:20:00,Net Banking,Beauty,43,1663,Mobile,Bhubaneswar,95,1,0,0,0,0
TXN002380,CUST7344,484.3,2026-01-17 12:30:00,Net Banking,Grocery,53,2207,Tablet,Delhi,87,2,0,0,0,0
TXN002381,CUST6779,233.03,2026-01-17 12:40:00,Credit Card,Clothing,27,34,Mobile,Mumbai,59,6,0,0,0,0
TXN002382,CUST7144,1896.78,2026-01-17 12:50:00,Net Banking,Home,20,2416,Mobile,Bangalore,90,2,0,0,0,0
TXN002383,CUST6063,365.39,2026-01-17 13:00:00,Credit Card,Beauty,42,1153,Mobile,Kolkata,26,6,0,0,0,0
TXN002384,CUST4830,394.2,2026-01-17 13:10:00,Wallet,Electronics,35,2333,Tablet,Bhubaneswar,92,3,0,0,0,0
TXN002385,CUST9831,423.01,2026-01-17 13:20:00,Credit Card,Clothing,39,2107,Mobile,Mumbai,68,4,0,0,0,0
TXN002386,CUST7659,81.09,2026-01-17 13:30:00,Debit Card,Clothing,56,2486,Mobile,Mumbai,79,3,0,0,1,0
TXN002387,CUST1441,718.58,2026-01-17 13:40:00,Net Banking,Grocery,61,717,Mobile,Bhubaneswar,18,6,0,0,0,0
TXN002388,CUST7040,272.91,2026-01-17 13:50:00,Credit Card,Beauty,40,1533,Tablet,Hyderabad,25,2,0,0,0,0
TXN002389,CUST6925,42.95,2026-01-17 14:00:00,Wallet,Sports,55,1398,Desktop,Kolkata,87,4,1,0,0,0
TXN002390,CUST8358,110.04,2026-01-17 14:10:00,Debit Card,Sports,61,1182,Desktop,Kolkata,53,9,0,0,0,0
TXN002391,CUST5628,467.9,2026-01-17 14:20:00,Debit Card,Clothing,52,447,Desktop,Kolkata,16,7,1,0,1,1
TXN002392,CUST7370,1685.59,2026-01-17 14:30:00,Credit Card,Electronics,25,1400,Desktop,Mumbai,47,9,0,0,1,1
TXN002393,CUST1948,1010.38,2026-01-17 14:40:00,Wallet,Beauty,33,839,Tablet,Hyderabad,0,6,0,0,0,1
TXN002394,CUST9179,858.63,2026-01-17 14:50:00,Credit Card,Home,42,162,Tablet,Pune,1,4,0,0,1,1
TXN002395,CUST7115,545.56,2026-01-17 15:00:00,Wallet,Home,35,179,Tablet,Kolkata,23,0,0,0,0,0
TXN002396,CUST1459,722.28,2026-01-17 15:10:00,Debit Card,Electronics,43,546,Mobile,Delhi,95,4,0,1,0,1
TXN002397,CUST8568,543.7,2026-01-17 15:20:00,Debit Card,Beauty,47,1788,Desktop,Kolkata,89,2,0,0,0,0
TXN002398,CUST5646,235.95,2026-01-17 15:30:00,Net Banking,Grocery,69,2154,Mobile,Chennai,6,8,0,0,0,0
TXN002399,CUST1392,245.03,2026-01-17 15:40:00,Wallet,Electronics,25,908,Mobile,Bhubaneswar,88,7,0,0,0,0
TXN002400,CUST2787,500.21,2026-01-17 15:50:00,Wallet,Sports,23,1311,Mobile,Kolkata,50,4,1,0,0,1
TXN002401,CUST8374,229.62,2026-01-17 16:00:00,Net Banking,Sports,29,413,Desktop,Pune,6,4,0,0,0,0
TXN002402,CUST2138,91.46,2026-01-17 16:10:00,Wallet,Electronics,24,2243,Tablet,Bangalore,25,1,0,0,0,0
TXN002403,CUST5741,897.81,2026-01-17 16:20:00,Debit Card,Sports,68,1638,Mobile,Hyderabad,20,1,0,0,0,0
TXN002404,CUST8418,763.92,2026-01-17 16:30:00,Credit Card,Beauty,34,2489,Desktop,Kolkata,54,3,0,1,0,1
TXN002405,CUST7362,89.49,2026-01-17 16:40:00,Net Banking,Clothing,56,351,Tablet,Chennai,14,4,0,0,0,0
TXN002406,CUST3454,143.79,2026-01-17 16:50:00,Credit Card,Electronics,46,206,Mobile,Hyderabad,64,0,0,0,1,0
TXN002407,CUST4674,690.4,2026-01-17 17:00:00,UPI,Home,25,1622,Tablet,Chennai,92,8,1,0,1,1
TXN002408,CUST2377,156.65,2026-01-17 17:10:00,Wallet,Grocery,40,1399,Tablet,Chennai,85,6,0,0,1,0
TXN002409,CUST7701,506.54,2026-01-17 17:20:00,Net Banking,Sports,51,977,Tablet,Mumbai,60,4,0,0,0,0
TXN002410,CUST3597,1143.3,2026-01-17 17:30:00,UPI,Home,54,980,Mobile,Hyderabad,7,7,0,0,0,1
TXN002411,CUST1141,310.57,2026-01-17 17:40:00,Wallet,Home,19,2341,Mobile,Pune,22,1,0,0,0,0
TXN002412,CUST3659,955.01,2026-01-17 17:50:00,Credit Card,Electronics,40,620,Tablet,Mumbai,40,3,1,0,0,1
TXN002413,CUST5596,297.27,2026-01-17 18:00:00,Credit Card,Grocery,54,222,Mobile,Kolkata,52,3,0,0,0,0
TXN002414,CUST6661,354.34,2026-01-17 18:10:00,Net Banking,Home,32,1239,Mobile,Delhi,75,7,0,0,0,0
TXN002415,CUST7142,747.06,2026-01-17 18:20:00,Credit Card,Clothing,50,2356,Desktop,Pune,93,5,1,0,0,1
TXN002416,CUST6626,965.23,2026-01-17 18:30:00,Credit Card,Grocery,53,2085,Tablet,Delhi,55,8,0,0,0,0
TXN002417,CUST9787,140.62,2026-01-17 18:40:00,Wallet,Beauty,64,2398,Mobile,Delhi,13,0,1,1,0,0
TXN002418,CUST9472,131.82,2026-01-17 18:50:00,Credit Card,Electronics,58,223,Desktop,Chennai,92,5,0,0,0,0
TXN002419,CUST1423,107.24,2026-01-17 19:00:00,Credit Card,Home,59,2006,Mobile,Chennai,65,1,0,1,0,0
TXN002420,CUST7999,2634.82,2026-01-17 19:10:00,Net Banking,Clothing,69,2041,Tablet,Mumbai,83,5,0,0,1,1
TXN002421,CUST5249,318.81,2026-01-17 19:20:00,UPI,Sports,57,515,Desktop,Bhubaneswar,97,2,0,0,1,0
TXN002422,CUST2750,244.99,2026-01-17 19:30:00,Credit Card,Grocery,47,235,Desktop,Bhubaneswar,77,6,0,0,0,0
TXN002423,CUST5757,659.94,2026-01-17 19:40:00,UPI,Sports,68,2398,Tablet,Pune,93,7,0,0,0,0
TXN002424,CUST2967,94.13,2026-01-17 19:50:00,Net Banking,Sports,25,432,Desktop,Hyderabad,99,4,0,0,1,0
TXN002425,CUST5088,338.91,2026-01-17 20:00:00,UPI,Sports,49,1707,Tablet,Pune,41,6,1,0,0,0
TXN002426,CUST5178,496.26,2026-01-17 20:10:00,Net Banking,Electronics,18,2307,Mobile,Bangalore,61,8,0,0,0,0
TXN002427,CUST8789,186.43,2026-01-17 20:20:00,Wallet,Electronics,48,1547,Mobile,Chennai,82,7,0,0,1,0
TXN002428,CUST3946,155.08,2026-01-17 20:30:00,Wallet,Clothing,18,1959,Tablet,Bangalore,6,0,0,0,0,0
TXN002429,CUST6394,337.93,2026-01-17 20:40:00,Wallet,Clothing,57,2225,Tablet,Kolkata,61,3,0,0,0,0
TXN002430,CUST8880,301.66,2026-01-17 20:50:00,Credit Card,Clothing,24,599,Mobile,Pune,59,9,0,0,0,0
TXN002431,CUST6075,293.17,2026-01-17 21:00:00,Wallet,Beauty,43,2163,Mobile,Hyderabad,93,9,0,0,0,0
TXN002432,CUST8230,110.69,2026-01-17 21:10:00,UPI,Sports,69,1258,Desktop,Mumbai,15,3,0,1,0,0
TXN002433,CUST2531,109.87,2026-01-17 21:20:00,UPI,Electronics,64,107,Desktop,Pune,27,1,0,0,0,0
TXN002434,CUST3990,1734.53,2026-01-17 21:30:00,Credit Card,Beauty,62,1839,Mobile,Hyderabad,49,8,1,0,0,1
TXN002435,CUST8155,132.9,2026-01-17 21:40:00,Credit Card,Home,36,620,Tablet,Hyderabad,14,3,0,0,0,0
TXN002436,CUST5493,400.8,2026-01-17 21:50:00,Debit Card,Beauty,20,299,Desktop,Kolkata,17,6,0,0,1,0
TXN002437,CUST1933,418.14,2026-01-17 22:00:00,UPI,Home,64,1080,Desktop,Mumbai,70,3,0,0,0,0
TXN002438,CUST2460,304.92,2026-01-17 22:10:00,Debit Card,Beauty,24,1861,Tablet,Mumbai,85,6,0,0,0,0
TXN002439,CUST3723,418.59,2026-01-17 22:20:00,Credit Card,Sports,31,2419,Mobile,Pune,46,5,1,0,0,0
TXN002440,CUST1285,345.06,2026-01-17 22:30:00,UPI,Beauty,61,1344,Tablet,Hyderabad,61,0,0,1,0,0
TXN002441,CUST1264,325.31,2026-01-17 22:40:00,Wallet,Clothing,51,1484,Tablet,Mumbai,88,4,0,0,0,0
TXN002442,CUST7816,1412.97,2026-01-17 22:50:00,Wallet,Electronics,40,1009,Tablet,Bangalore,43,9,0,0,0,1
TXN002443,CUST2762,189.93,2026-01-17 23:00:00,Credit Card,Grocery,51,374,Tablet,Hyderabad,14,6,0,0,1,0
TXN002444,CUST1040,260.98,2026-01-17 23:10:00,Net Banking,Clothing,27,2468,Desktop,Bhubaneswar,31,0,0,0,0,0
TXN002445,CUST6827,1227.54,2026-01-17 23:20:00,Credit Card,Sports,41,1430,Mobile,Delhi,69,4,1,1,0,1
TXN002446,CUST9259,273.09,2026-01-17 23:30:00,UPI,Grocery,34,1584,Tablet,Delhi,13,5,0,0,0,0
TXN002447,CUST1987,314.72,2026-01-17 23:40:00,Credit Card,Beauty,67,95,Desktop,Kolkata,14,6,0,0,1,0
TXN002448,CUST8804,269.52,2026-01-17 23:50:00,Credit Card,Sports,67,1265,Mobile,Pune,63,9,0,0,0,0
TXN002449,CUST8789,1405.57,2026-01-18 00:00:00,Wallet,Sports,54,84,Desktop,Delhi,24,7,0,0,0,1
TXN002450,CUST6717,1197.55,2026-01-18 00:10:00,UPI,Clothing,35,482,Desktop,Chennai,8,7,0,0,1,1
TXN002451,CUST4198,150.51,2026-01-18 00:20:00,Credit Card,Electronics,33,437,Desktop,Delhi,64,6,0,0,1,0
TXN002452,CUST6374,2025.38,2026-01-18 00:30:00,Wallet,Sports,66,611,Tablet,Bhubaneswar,27,7,1,0,0,1
TXN002453,CUST5790,56.53,2026-01-18 00:40:00,UPI,Grocery,48,2486,Desktop,Bangalore,70,9,0,1,0,0
TXN002454,CUST8183,92.28,2026-01-18 00:50:00,Wallet,Grocery,45,1729,Mobile,Chennai,15,7,0,0,0,0
TXN002455,CUST3524,101.13,2026-01-18 01:00:00,Wallet,Beauty,40,1954,Desktop,Delhi,89,5,0,0,1,0
TXN002456,CUST3479,163.6,2026-01-18 01:10:00,Credit Card,Clothing,41,561,Tablet,Kolkata,88,8,0,0,1,0
TXN002457,CUST6154,319.9,2026-01-18 01:20:00,Net Banking,Sports,24,1936,Tablet,Hyderabad,82,9,0,0,0,0
TXN002458,CUST1778,168.69,2026-01-18 01:30:00,Credit Card,Sports,69,2348,Tablet,Mumbai,21,8,0,0,0,0
TXN002459,CUST2492,147.02,2026-01-18 01:40:00,UPI,Beauty,26,1976,Tablet,Delhi,14,2,0,0,0,0
TXN002460,CUST1660,782.06,2026-01-18 01:50:00,Wallet,Grocery,37,355,Tablet,Kolkata,51,4,0,0,1,1
TXN002461,CUST2348,342.28,2026-01-18 02:00:00,Net Banking,Grocery,20,1160,Tablet,Chennai,58,3,0,0,0,0
TXN002462,CUST8851,1025.95,2026-01-18 02:10:00,UPI,Clothing,24,61,Desktop,Kolkata,64,9,0,0,0,1
TXN002463,CUST8156,1166.53,2026-01-18 02:20:00,Debit Card,Beauty,68,1573,Tablet,Chennai,66,3,0,0,0,1
TXN002464,CUST3044,542.22,2026-01-18 02:30:00,Wallet,Electronics,67,723,Mobile,Bhubaneswar,40,8,0,0,0,0
TXN002465,CUST8368,927.84,2026-01-18 02:40:00,UPI,Home,26,439,Mobile,Mumbai,53,9,0,1,0,1
TXN002466,CUST4516,382.56,2026-01-18 02:50:00,Debit Card,Clothing,47,555,Tablet,Kolkata,69,7,0,0,0,0
TXN002467,CUST5577,133.03,2026-01-18 03:00:00,Net Banking,Sports,44,2431,Desktop,Delhi,74,2,1,0,1,0
TXN002468,CUST1727,112.64,2026-01-18 03:10:00,Wallet,Clothing,56,1167,Desktop,Hyderabad,74,8,0,0,1,0
TXN002469,CUST8468,66.24,2026-01-18 03:20:00,UPI,Home,66,68,Tablet,Mumbai,9,2,0,0,0,0
TXN002470,CUST1342,987.69,2026-01-18 03:30:00,Net Banking,Clothing,60,635,Desktop,Mumbai,3,6,0,0,1,0
TXN002471,CUST2447,533.94,2026-01-18 03:40:00,Net Banking,Electronics,54,1293,Mobile,Delhi,28,1,0,0,0,0
TXN002472,CUST7581,23.73,2026-01-18 03:50:00,Debit Card,Electronics,66,2135,Mobile,Pune,85,5,0,0,0,0
TXN002473,CUST7317,869.87,2026-01-18 04:00:00,UPI,Electronics,58,431,Mobile,Pune,15,4,0,0,1,1
TXN002474,CUST1526,487.32,2026-01-18 04:10:00,Net Banking,Sports,34,1467,Desktop,Pune,96,5,1,0,0,0
TXN002475,CUST7748,184.47,2026-01-18 04:20:00,Debit Card,Clothing,50,1662,Desktop,Mumbai,10,0,0,0,1,0
TXN002476,CUST1405,182.14,2026-01-18 04:30:00,UPI,Electronics,58,2095,Tablet,Bangalore,15,1,1,0,0,0
TXN002477,CUST8986,344.93,2026-01-18 04:40:00,Debit Card,Electronics,31,1927,Desktop,Delhi,97,6,0,0,0,0
TXN002478,CUST4740,1504.2,2026-01-18 04:50:00,UPI,Home,23,382,Tablet,Bangalore,7,0,0,0,0,0
TXN002479,CUST2846,475.89,2026-01-18 05:00:00,UPI,Home,27,457,Desktop,Hyderabad,71,7,0,0,0,0
TXN002480,CUST2478,223.07,2026-01-18 05:10:00,Wallet,Sports,49,912,Tablet,Chennai,91,2,0,0,1,0
TXN002481,CUST1771,4219.39,2026-01-18 05:20:00,UPI,Grocery,43,1182,Desktop,Bangalore,20,2,0,0,0,0
TXN002482,CUST6525,1232.11,2026-01-18 05:30:00,UPI,Clothing,57,1992,Desktop,Kolkata,55,9,0,0,0,1
TXN002483,CUST9770,1209.76,2026-01-18 05:40:00,Debit Card,Beauty,57,912,Mobile,Kolkata,89,3,0,0,0,1
TXN002484,CUST1193,1296.0,2026-01-18 05:50:00,Net Banking,Electronics,37,1333,Desktop,Delhi,0,9,0,0,1,1
TXN002485,CUST3007,1606.49,2026-01-18 06:00:00,Net Banking,Home,61,1183,Desktop,Kolkata,46,8,0,0,0,1
TXN002486,CUST2185,750.47,2026-01-18 06:10:00,Net Banking,Electronics,30,1181,Tablet,Pune,60,4,1,0,1,1
TXN002487,CUST3394,502.88,2026-01-18 06:20:00,Net Banking,Clothing,46,2140,Mobile,Mumbai,82,2,0,0,0,0
TXN002488,CUST5005,548.24,2026-01-18 06:30:00,Credit Card,Grocery,51,2048,Tablet,Pune,98,8,0,0,1,1
TXN002489,CUST8429,123.89,2026-01-18 06:40:00,Wallet,Electronics,53,2113,Desktop,Hyderabad,93,1,0,0,0,0
TXN002490,CUST3261,52.4,2026-01-18 06:50:00,Credit Card,Electronics,20,1020,Mobile,Pune,89,9,0,0,0,0
TXN002491,CUST4736,1001.59,2026-01-18 07:00:00,Wallet,Grocery,57,1379,Tablet,Kolkata,9,0,0,0,1,0
TXN002492,CUST7716,3040.95,2026-01-18 07:10:00,Debit Card,Electronics,53,223,Tablet,Delhi,26,1,0,0,0,0
TXN002493,CUST5875,337.58,2026-01-18 07:20:00,Net Banking,Clothing,44,186,Mobile,Mumbai,14,7,0,0,0,0
TXN002494,CUST9921,1974.17,2026-01-18 07:30:00,Debit Card,Beauty,57,1169,Mobile,Chennai,93,7,0,0,0,1
TXN002495,CUST5378,2287.78,2026-01-18 07:40:00,Debit Card,Beauty,52,1943,Mobile,Chennai,70,1,0,1,0,1
TXN002496,CUST8815,294.1,2026-01-18 07:50:00,Credit Card,Beauty,50,2344,Mobile,Delhi,83,4,0,0,1,0
TXN002497,CUST4451,1651.11,2026-01-18 08:00:00,Credit Card,Sports,39,1295,Desktop,Mumbai,17,2,0,0,0,0
TXN002498,CUST8616,927.72,2026-01-18 08:10:00,Wallet,Beauty,24,518,Tablet,Bhubaneswar,4,4,0,0,1,1
TXN002499,CUST3800,356.03,2026-01-18 08:20:00,Debit Card,Sports,62,1732,Desktop,Kolkata,31,6,0,0,0,0
TXN002500,CUST9333,838.65,2026-01-18 08:30:00,Debit Card,Grocery,32,229,Desktop,Chennai,64,3,0,0,0,0
TXN002501,CUST6410,655.92,2026-01-18 08:40:00,Wallet,Beauty,41,1057,Desktop,Chennai,78,8,1,0,0,1
TXN002502,CUST2455,69.19,2026-01-18 08:50:00,Credit Card,Home,27,1038,Tablet,Mumbai,39,2,0,0,0,0
TXN002503,CUST7892,5936.9,2026-01-18 09:00:00,Net Banking,Sports,34,1758,Tablet,Delhi,45,3,0,0,1,1
TXN002504,CUST6808,168.33,2026-01-18 09:10:00,Credit Card,Home,43,2236,Mobile,Chennai,12,8,1,0,0,0
TXN002505,CUST7796,599.42,2026-01-18 09:20:00,Debit Card,Beauty,26,890,Mobile,Delhi,54,2,0,1,0,0
TXN002506,CUST5796,3085.39,2026-01-18 09:30:00,Credit Card,Grocery,61,638,Mobile,Hyderabad,78,0,1,0,1,1
TXN002507,CUST6093,375.35,2026-01-18 09:40:00,Debit Card,Grocery,37,2388,Mobile,Pune,67,3,0,0,0,0
TXN002508,CUST2325,234.61,2026-01-18 09:50:00,Credit Card,Beauty,50,130,Tablet,Pune,60,7,0,0,0,0
TXN002509,CUST5976,561.08,2026-01-18 10:00:00,Net Banking,Home,61,727,Mobile,Mumbai,95,9,0,0,0,0
TXN002510,CUST2159,348.68,2026-01-18 10:10:00,Net Banking,Beauty,49,2112,Mobile,Chennai,14,7,1,0,0,0
TXN002511,CUST5650,1675.37,2026-01-18 10:20:00,Credit Card,Clothing,58,445,Mobile,Chennai,76,1,0,0,0,0
TXN002512,CUST5987,213.53,2026-01-18 10:30:00,Net Banking,Clothing,53,764,Desktop,Mumbai,3,4,0,0,0,0
TXN002513,CUST5697,278.08,2026-01-18 10:40:00,Net Banking,Grocery,58,2478,Tablet,Kolkata,62,3,1,0,0,0
TXN002514,CUST1340,451.02,2026-01-18 10:50:00,Net Banking,Beauty,66,1716,Mobile,Delhi,27,0,1,0,0,0
TXN002515,CUST4828,135.84,2026-01-18 11:00:00,Wallet,Beauty,60,1509,Mobile,Pune,56,6,0,0,0,0
TXN002516,CUST2968,283.89,2026-01-18 11:10:00,Net Banking,Beauty,22,643,Tablet,Pune,45,9,1,0,0,0
TXN002517,CUST1703,286.29,2026-01-18 11:20:00,Credit Card,Clothing,50,218,Mobile,Mumbai,71,8,1,0,0,0
TXN002518,CUST6482,138.72,2026-01-18 11:30:00,UPI,Clothing,68,813,Tablet,Bangalore,38,4,1,0,1,0
TXN002519,CUST7376,264.96,2026-01-18 11:40:00,Credit Card,Clothing,69,699,Tablet,Pune,48,9,0,0,0,0
TXN002520,CUST2800,1032.44,2026-01-18 11:50:00,Net Banking,Electronics,62,1556,Tablet,Kolkata,90,5,1,1,1,1
TXN002521,CUST6463,66.61,2026-01-18 12:00:00,Credit Card,Home,22,1475,Desktop,Chennai,50,2,0,0,0,0
TXN002522,CUST5912,1359.14,2026-01-18 12:10:00,Wallet,Beauty,68,1425,Desktop,Delhi,12,8,0,0,0,1
TXN002523,CUST5648,291.65,2026-01-18 12:20:00,Credit Card,Grocery,68,1479,Mobile,Delhi,46,3,0,0,0,0
TXN002524,CUST1855,683.35,2026-01-18 12:30:00,Net Banking,Grocery,44,700,Desktop,Bangalore,37,3,0,0,0,0
TXN002525,CUST3866,1342.58,2026-01-18 12:40:00,Debit Card,Electronics,30,480,Desktop,Chennai,76,8,0,0,0,1
TXN002526,CUST1182,192.6,2026-01-18 12:50:00,Net Banking,Clothing,69,386,Desktop,Pune,12,8,0,0,0,0
TXN002527,CUST4112,772.78,2026-01-18 13:00:00,Credit Card,Clothing,42,276,Mobile,Mumbai,0,8,0,0,0,0
TXN002528,CUST6670,133.05,2026-01-18 13:10:00,UPI,Sports,24,1189,Desktop,Pune,53,6,1,0,1,0
TXN002529,CUST5492,121.79,2026-01-18 13:20:00,Credit Card,Beauty,54,321,Mobile,Mumbai,2,2,0,0,0,0
TXN002530,CUST6823,385.38,2026-01-18 13:30:00,UPI,Sports,27,46,Tablet,Bhubaneswar,19,7,0,1,0,0
TXN002531,CUST2517,419.84,2026-01-18 13:40:00,Debit Card,Electronics,26,1173,Mobile,Hyderabad,28,7,0,1,0,0
TXN002532,CUST6002,1292.85,2026-01-18 13:50:00,Wallet,Clothing,38,2416,Desktop,Chennai,30,4,0,0,0,1
TXN002533,CUST2356,112.72,2026-01-18 14:00:00,Credit Card,Clothing,55,979,Desktop,Chennai,67,1,0,0,0,0
TXN002534,CUST4629,889.23,2026-01-18 14:10:00,UPI,Grocery,55,105,Desktop,Pune,30,0,0,0,0,0
TXN002535,CUST4628,324.7,2026-01-18 14:20:00,Debit Card,Grocery,68,2151,Tablet,Bhubaneswar,20,3,0,0,1,0
TXN002536,CUST9210,427.66,2026-01-18 14:30:00,Net Banking,Clothing,61,1425,Mobile,Pune,14,9,0,0,0,0
TXN002537,CUST7132,57.65,2026-01-18 14:40:00,Wallet,Home,31,2114,Mobile,Pune,35,3,1,1,1,1
TXN002538,CUST7588,390.67,2026-01-18 14:50:00,Debit Card,Grocery,64,1450,Mobile,Pune,32,7,0,0,0,0
TXN002539,CUST4311,1027.94,2026-01-18 15:00:00,Credit Card,Home,51,1662,Mobile,Bangalore,84,7,0,0,1,1
TXN002540,CUST7048,357.2,2026-01-18 15:10:00,Net Banking,Electronics,34,2327,Tablet,Bangalore,46,5,0,0,0,0
TXN002541,CUST7246,335.71,2026-01-18 15:20:00,Credit Card,Grocery,40,316,Mobile,Chennai,48,4,0,0,1,0
TXN002542,CUST1987,3077.14,2026-01-18 15:30:00,Wallet,Grocery,35,1689,Mobile,Chennai,11,4,0,0,0,1
TXN002543,CUST4321,459.45,2026-01-18 15:40:00,Net Banking,Clothing,21,2275,Mobile,Pune,29,6,0,0,1,0
TXN002544,CUST5615,81.1,2026-01-18 15:50:00,Debit Card,Sports,52,232,Desktop,Chennai,47,1,0,0,0,0
TXN002545,CUST9365,99.83,2026-01-18 16:00:00,Net Banking,Beauty,45,60,Tablet,Mumbai,49,7,0,0,0,0
